Return_ID,Return_Date,Return_Reason,Return_Status,Approval_Date,Return_Notes,Customer_account_ID
RET001142,2025-06-18,Damaged during shipping,Rejected,2025-06-24,Customer requested return. Condition noted.,CST002166
RET001143,2024-03-29,Defective product,Approved,2024-03-31,Customer requested return. Condition noted.,CST002864
RET001144,2023-06-27,Incompatible with device,Approved,2023-06-29,Customer requested return. Condition noted.,CST002892
RET001145,2024-10-20,Defective product,Approved,2024-10-25,Customer requested return. Condition noted.,CST002491
RET001146,2025-06-29,Changed mind,Approved,2025-07-06,Customer requested return. Condition noted.,CST002961
RET001147,2022-02-06,Duplicate purchase,Approved,2022-02-12,Customer requested return. Condition noted.,CST000243
RET001148,2022-06-21,Better price found elsewhere,Approved,2022-06-22,Customer requested return. Condition noted.,CST001017
RET001149,2022-09-19,Product not as described,Rejected,2022-09-23,Customer requested return. Condition noted.,CST002125
RET001150,2024-12-01,Defective product,Rejected,2024-12-07,Customer requested return. Condition noted.,CST002841
RET001151,2023-02-21,Wrong item delivered,Approved,2023-02-23,Customer requested return. Condition noted.,CST001096
RET001152,2025-01-05,Incompatible with device,Approved,2025-01-09,Customer requested return. Condition noted.,CST002849
RET001153,2024-08-10,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000259
RET001154,2025-02-26,Better price found elsewhere,Approved,2025-03-02,Customer requested return. Condition noted.,CST002543
RET001155,2022-01-12,Better price found elsewhere,Approved,2022-01-19,Customer requested return. Condition noted.,CST000120
RET001156,2025-01-17,Defective product,Approved,2025-01-24,Customer requested return. Condition noted.,CST001549
RET001157,2023-12-24,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST001400
RET001158,2025-06-21,Incompatible with device,Approved,2025-06-26,Customer requested return. Condition noted.,CST001482
RET001159,2025-06-04,Better price found elsewhere,Approved,2025-06-07,Customer requested return. Condition noted.,CST000893
RET001160,2025-05-03,Duplicate purchase,Approved,2025-05-10,Customer requested return. Condition noted.,CST000885
RET001161,2025-06-03,Changed mind,Rejected,2025-06-09,Customer requested return. Condition noted.,CST001448
RET001162,2022-02-04,Defective product,Approved,2022-02-07,Customer requested return. Condition noted.,CST001857
RET001163,2023-07-13,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST001201
RET001164,2023-10-01,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002175
RET001165,2025-11-22,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST000721
RET001166,2022-02-20,Incompatible with device,Approved,2022-02-24,Customer requested return. Condition noted.,CST001098
RET001167,2024-07-21,Better price found elsewhere,Rejected,2024-07-25,Customer requested return. Condition noted.,CST001344
RET001168,2022-04-21,Product not as described,Approved,2022-04-27,Customer requested return. Condition noted.,CST002018
RET001169,2025-09-18,Product not as described,Approved,2025-09-20,Customer requested return. Condition noted.,CST002662
RET001170,2024-11-06,Better price found elsewhere,Approved,2024-11-12,Customer requested return. Condition noted.,CST002738
RET001171,2025-04-29,Better price found elsewhere,Approved,2025-05-04,Customer requested return. Condition noted.,CST001638
RET001172,2022-12-04,Changed mind,Approved,2022-12-05,Customer requested return. Condition noted.,CST000215
RET001173,2023-08-22,Defective product,Approved,2023-08-26,Customer requested return. Condition noted.,CST001940
RET001174,2022-04-09,Changed mind,Approved,2022-04-16,Customer requested return. Condition noted.,CST001154
RET001175,2023-12-31,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST001168
RET001176,2022-04-28,Wrong item delivered,Rejected,2022-04-29,Customer requested return. Condition noted.,CST001255
RET001177,2022-04-24,Incompatible with device,Approved,2022-04-29,Customer requested return. Condition noted.,CST000480
RET001178,2025-10-04,Changed mind,Approved,2025-10-10,Customer requested return. Condition noted.,CST001430
RET001179,2022-07-15,Defective product,Pending,,Customer requested return. Condition noted.,CST002186
RET001180,2024-10-31,Wrong item delivered,Rejected,2024-11-04,Customer requested return. Condition noted.,CST000024
RET001181,2022-03-14,Defective product,Approved,2022-03-18,Customer requested return. Condition noted.,CST000372
RET001182,2022-05-08,Damaged during shipping,Approved,2022-05-12,Customer requested return. Condition noted.,CST000865
RET001183,2023-09-07,Incompatible with device,Approved,2023-09-11,Customer requested return. Condition noted.,CST002503
RET001184,2024-09-27,Defective product,Approved,2024-09-30,Customer requested return. Condition noted.,CST000267
RET001185,2024-07-10,Product not as described,Approved,2024-07-12,Customer requested return. Condition noted.,CST002608
RET001186,2023-11-11,Product not as described,Approved,2023-11-18,Customer requested return. Condition noted.,CST002845
RET001187,2024-12-12,Damaged during shipping,Approved,2024-12-15,Customer requested return. Condition noted.,CST001182
RET001188,2024-03-29,Defective product,Approved,2024-04-05,Customer requested return. Condition noted.,CST002330
RET001189,2023-05-06,Defective product,Approved,2023-05-09,Customer requested return. Condition noted.,CST001785
RET001190,2023-07-21,Wrong item delivered,Approved,2023-07-24,Customer requested return. Condition noted.,CST001310
RET001191,2025-01-24,Wrong item delivered,Approved,2025-01-28,Customer requested return. Condition noted.,CST001018
RET001192,2025-07-25,Defective product,Rejected,2025-07-27,Customer requested return. Condition noted.,CST000482
RET001193,2025-12-15,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST001262
RET001194,2022-01-26,Defective product,Rejected,2022-02-02,Customer requested return. Condition noted.,CST002059
RET001195,2025-04-18,Changed mind,Pending,,Customer requested return. Condition noted.,CST001364
RET001196,2023-10-30,Changed mind,Processing,,Customer requested return. Condition noted.,CST002344
RET001197,2025-01-02,Product not as described,Approved,2025-01-06,Customer requested return. Condition noted.,CST001160
RET001198,2023-03-12,Defective product,Approved,2023-03-13,Customer requested return. Condition noted.,CST002292
RET001199,2023-12-27,Damaged during shipping,Rejected,2023-12-31,Customer requested return. Condition noted.,CST002521
RET001200,2022-12-26,Better price found elsewhere,Rejected,2022-12-27,Customer requested return. Condition noted.,CST000489
RET001201,2023-08-28,Duplicate purchase,Approved,2023-09-03,Customer requested return. Condition noted.,CST000633
RET001202,2025-11-29,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000743
RET001203,2022-12-05,Damaged during shipping,Rejected,2022-12-09,Customer requested return. Condition noted.,CST000367
RET001204,2022-12-01,Incompatible with device,Approved,2022-12-07,Customer requested return. Condition noted.,CST002051
RET001205,2022-12-08,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST000485
RET001206,2025-12-20,Duplicate purchase,Approved,2025-12-27,Customer requested return. Condition noted.,CST001439
RET001207,2023-01-04,Changed mind,Approved,2023-01-07,Customer requested return. Condition noted.,CST001838
RET001208,2024-04-10,Incompatible with device,Rejected,2024-04-11,Customer requested return. Condition noted.,CST000934
RET001209,2023-07-31,Product not as described,Approved,2023-08-06,Customer requested return. Condition noted.,CST000067
RET001210,2022-05-25,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST001496
RET001211,2024-07-06,Duplicate purchase,Approved,2024-07-12,Customer requested return. Condition noted.,CST002329
RET001212,2022-01-31,Defective product,Rejected,2022-02-01,Customer requested return. Condition noted.,CST001433
RET001213,2025-04-13,Better price found elsewhere,Approved,2025-04-20,Customer requested return. Condition noted.,CST000572
RET001214,2024-05-23,Duplicate purchase,Rejected,2024-05-26,Customer requested return. Condition noted.,CST001522
RET001215,2022-03-21,Changed mind,Pending,,Customer requested return. Condition noted.,CST000150
RET001216,2023-04-16,Better price found elsewhere,Approved,2023-04-23,Customer requested return. Condition noted.,CST000035
RET001217,2024-09-01,Damaged during shipping,Approved,2024-09-06,Customer requested return. Condition noted.,CST001470
RET001218,2022-08-01,Duplicate purchase,Approved,2022-08-06,Customer requested return. Condition noted.,CST001191
RET001219,2022-11-06,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST002357
RET001220,2022-01-11,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002603
RET001221,2024-10-08,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST002804
RET001222,2023-10-24,Duplicate purchase,Approved,2023-10-26,Customer requested return. Condition noted.,CST000769
RET001223,2022-07-14,Changed mind,Approved,2022-07-16,Customer requested return. Condition noted.,CST001772
RET001224,2024-06-08,Incompatible with device,Rejected,2024-06-15,Customer requested return. Condition noted.,CST000446
RET001225,2022-07-25,Better price found elsewhere,Approved,2022-07-26,Customer requested return. Condition noted.,CST000980
RET001226,2022-03-18,Better price found elsewhere,Approved,2022-03-19,Customer requested return. Condition noted.,CST000709
RET001227,2025-06-03,Incompatible with device,Approved,2025-06-10,Customer requested return. Condition noted.,CST002696
RET001228,2025-09-01,Duplicate purchase,Approved,2025-09-08,Customer requested return. Condition noted.,CST000448
RET001229,2025-09-21,Incompatible with device,Approved,2025-09-23,Customer requested return. Condition noted.,CST002330
RET001230,2023-05-15,Defective product,Approved,2023-05-18,Customer requested return. Condition noted.,CST000433
RET001231,2022-04-17,Product not as described,Approved,2022-04-18,Customer requested return. Condition noted.,CST002550
RET001232,2025-07-05,Defective product,Approved,2025-07-07,Customer requested return. Condition noted.,CST000235
RET001233,2025-06-23,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST001054
RET001234,2025-06-15,Defective product,Approved,2025-06-18,Customer requested return. Condition noted.,CST000895
RET001235,2025-10-12,Product not as described,Processing,,Customer requested return. Condition noted.,CST000327
RET001236,2025-02-15,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000247
RET001237,2025-06-10,Changed mind,Approved,2025-06-17,Customer requested return. Condition noted.,CST001796
RET001238,2024-05-06,Incompatible with device,Approved,2024-05-07,Customer requested return. Condition noted.,CST000949
RET001239,2025-10-02,Wrong item delivered,Approved,2025-10-08,Customer requested return. Condition noted.,CST000630
RET001240,2023-07-21,Product not as described,Approved,2023-07-23,Customer requested return. Condition noted.,CST002552
RET001241,2023-06-14,Duplicate purchase,Approved,2023-06-18,Customer requested return. Condition noted.,CST000412
RET001242,2022-05-12,Defective product,Approved,2022-05-19,Customer requested return. Condition noted.,CST000223
RET001243,2023-08-25,Wrong item delivered,Approved,2023-08-27,Customer requested return. Condition noted.,CST001131
RET001244,2025-07-06,Defective product,Approved,2025-07-10,Customer requested return. Condition noted.,CST002266
RET001245,2023-03-20,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST001058
RET001246,2025-12-19,Defective product,Rejected,2025-12-21,Customer requested return. Condition noted.,CST002369
RET001247,2023-06-24,Wrong item delivered,Approved,2023-06-27,Customer requested return. Condition noted.,CST001968
RET001248,2024-08-13,Defective product,Rejected,2024-08-17,Customer requested return. Condition noted.,CST002930
RET001249,2024-07-19,Wrong item delivered,Rejected,2024-07-26,Customer requested return. Condition noted.,CST000144
RET001250,2023-12-18,Wrong item delivered,Rejected,2023-12-22,Customer requested return. Condition noted.,CST001205
RET001251,2024-12-14,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST000807
RET001252,2025-09-10,Wrong item delivered,Approved,2025-09-17,Customer requested return. Condition noted.,CST001520
RET001253,2022-02-08,Incompatible with device,Rejected,2022-02-12,Customer requested return. Condition noted.,CST000234
RET001254,2024-12-16,Product not as described,Approved,2024-12-23,Customer requested return. Condition noted.,CST000934
RET001255,2024-05-30,Product not as described,Approved,2024-06-04,Customer requested return. Condition noted.,CST002660
RET001256,2023-02-16,Damaged during shipping,Approved,2023-02-20,Customer requested return. Condition noted.,CST002522
RET001257,2025-12-23,Duplicate purchase,Approved,2025-12-28,Customer requested return. Condition noted.,CST000234
RET001258,2025-11-18,Duplicate purchase,Approved,2025-11-20,Customer requested return. Condition noted.,CST001158
RET001259,2023-05-22,Better price found elsewhere,Approved,2023-05-23,Customer requested return. Condition noted.,CST001953
RET001260,2022-07-24,Product not as described,Approved,2022-07-26,Customer requested return. Condition noted.,CST001358
RET001261,2024-11-01,Damaged during shipping,Approved,2024-11-08,Customer requested return. Condition noted.,CST000508
RET001262,2023-12-01,Damaged during shipping,Rejected,2023-12-04,Customer requested return. Condition noted.,CST001073
RET001263,2024-08-20,Changed mind,Pending,,Customer requested return. Condition noted.,CST000360
RET001264,2023-05-31,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001017
RET001265,2023-02-02,Wrong item delivered,Approved,2023-02-08,Customer requested return. Condition noted.,CST000567
RET001266,2025-12-20,Duplicate purchase,Rejected,2025-12-23,Customer requested return. Condition noted.,CST001442
RET001267,2024-11-01,Defective product,Approved,2024-11-04,Customer requested return. Condition noted.,CST001336
RET001268,2025-05-16,Incompatible with device,Approved,2025-05-17,Customer requested return. Condition noted.,CST000951
RET001269,2022-01-28,Incompatible with device,Approved,2022-02-03,Customer requested return. Condition noted.,CST000709
RET001270,2024-12-02,Damaged during shipping,Approved,2024-12-07,Customer requested return. Condition noted.,CST001219
RET001271,2024-09-24,Changed mind,Pending,,Customer requested return. Condition noted.,CST001498
RET001272,2025-11-04,Incompatible with device,Approved,2025-11-07,Customer requested return. Condition noted.,CST001768
RET001273,2025-01-28,Duplicate purchase,Approved,2025-02-01,Customer requested return. Condition noted.,CST002411
RET001274,2023-08-24,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST002519
RET001275,2024-11-05,Duplicate purchase,Approved,2024-11-12,Customer requested return. Condition noted.,CST001658
RET001276,2022-02-04,Changed mind,Approved,2022-02-08,Customer requested return. Condition noted.,CST002745
RET001277,2025-12-02,Wrong item delivered,Approved,2025-12-07,Customer requested return. Condition noted.,CST000825
RET001278,2025-04-14,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST000754
RET001279,2022-07-17,Incompatible with device,Approved,2022-07-22,Customer requested return. Condition noted.,CST001949
RET001280,2025-01-10,Changed mind,Pending,,Customer requested return. Condition noted.,CST000157
RET001281,2023-11-28,Better price found elsewhere,Approved,2023-12-02,Customer requested return. Condition noted.,CST002702
RET001282,2023-12-26,Wrong item delivered,Approved,2023-12-31,Customer requested return. Condition noted.,CST001013
RET001283,2025-09-05,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST002854
RET001284,2025-02-05,Better price found elsewhere,Rejected,2025-02-10,Customer requested return. Condition noted.,CST000193
RET001285,2023-03-22,Wrong item delivered,Rejected,2023-03-29,Customer requested return. Condition noted.,CST002149
RET001286,2022-06-06,Changed mind,Approved,2022-06-11,Customer requested return. Condition noted.,CST000885
RET001287,2023-02-03,Damaged during shipping,Approved,2023-02-04,Customer requested return. Condition noted.,CST002339
RET001288,2022-04-29,Damaged during shipping,Approved,2022-05-01,Customer requested return. Condition noted.,CST001014
RET001289,2022-03-23,Better price found elsewhere,Approved,2022-03-29,Customer requested return. Condition noted.,CST002793
RET001290,2024-10-18,Changed mind,Approved,2024-10-19,Customer requested return. Condition noted.,CST000188
RET001291,2024-08-02,Better price found elsewhere,Approved,2024-08-04,Customer requested return. Condition noted.,CST002311
RET001292,2023-07-11,Defective product,Rejected,2023-07-12,Customer requested return. Condition noted.,CST001495
RET001293,2023-07-11,Product not as described,Approved,2023-07-17,Customer requested return. Condition noted.,CST002466
RET001294,2022-09-21,Incompatible with device,Approved,2022-09-25,Customer requested return. Condition noted.,CST001670
RET001295,2025-09-27,Product not as described,Rejected,2025-10-01,Customer requested return. Condition noted.,CST002285
RET001296,2024-08-26,Damaged during shipping,Approved,2024-08-30,Customer requested return. Condition noted.,CST000949
RET001297,2023-10-27,Damaged during shipping,Approved,2023-10-28,Customer requested return. Condition noted.,CST001234
RET001298,2024-10-29,Incompatible with device,Approved,2024-10-30,Customer requested return. Condition noted.,CST002745
RET001299,2024-12-12,Damaged during shipping,Approved,2024-12-13,Customer requested return. Condition noted.,CST002183
RET001300,2022-11-04,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST002691
RET001301,2025-08-08,Damaged during shipping,Approved,2025-08-09,Customer requested return. Condition noted.,CST000286
RET001302,2023-03-04,Incompatible with device,Rejected,2023-03-06,Customer requested return. Condition noted.,CST001212
RET001303,2022-07-17,Defective product,Approved,2022-07-19,Customer requested return. Condition noted.,CST002776
RET001304,2025-05-01,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000464
RET001305,2024-03-06,Duplicate purchase,Approved,2024-03-12,Customer requested return. Condition noted.,CST000523
RET001306,2022-07-31,Defective product,Processing,,Customer requested return. Condition noted.,CST002383
RET001307,2023-02-15,Wrong item delivered,Rejected,2023-02-20,Customer requested return. Condition noted.,CST001132
RET001308,2022-04-12,Wrong item delivered,Approved,2022-04-18,Customer requested return. Condition noted.,CST000007
RET001309,2025-10-03,Changed mind,Approved,2025-10-08,Customer requested return. Condition noted.,CST000762
RET001310,2025-12-31,Defective product,Approved,2026-01-02,Customer requested return. Condition noted.,CST000898
RET001311,2023-07-17,Damaged during shipping,Approved,2023-07-20,Customer requested return. Condition noted.,CST000106
RET001312,2024-06-08,Better price found elsewhere,Approved,2024-06-14,Customer requested return. Condition noted.,CST001385
RET001313,2025-07-08,Defective product,Approved,2025-07-13,Customer requested return. Condition noted.,CST002763
RET001314,2025-10-29,Defective product,Approved,2025-10-30,Customer requested return. Condition noted.,CST000368
RET001315,2024-12-18,Changed mind,Rejected,2024-12-20,Customer requested return. Condition noted.,CST002980
RET001316,2024-01-20,Damaged during shipping,Approved,2024-01-25,Customer requested return. Condition noted.,CST002757
RET001317,2023-06-27,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002250
RET001318,2022-10-10,Product not as described,Approved,2022-10-14,Customer requested return. Condition noted.,CST002809
RET001319,2024-03-26,Defective product,Approved,2024-03-29,Customer requested return. Condition noted.,CST000302
RET001320,2024-08-08,Incompatible with device,Approved,2024-08-11,Customer requested return. Condition noted.,CST001849
RET001321,2025-11-05,Defective product,Approved,2025-11-07,Customer requested return. Condition noted.,CST001095
RET001322,2024-03-23,Damaged during shipping,Rejected,2024-03-30,Customer requested return. Condition noted.,CST001762
RET001323,2025-10-07,Product not as described,Rejected,2025-10-13,Customer requested return. Condition noted.,CST002525
RET001324,2024-03-13,Duplicate purchase,Approved,2024-03-20,Customer requested return. Condition noted.,CST002050
RET001325,2022-01-27,Better price found elsewhere,Rejected,2022-02-02,Customer requested return. Condition noted.,CST002563
RET001326,2022-05-21,Incompatible with device,Rejected,2022-05-28,Customer requested return. Condition noted.,CST000407
RET001327,2024-01-19,Product not as described,Approved,2024-01-24,Customer requested return. Condition noted.,CST000336
RET001328,2024-06-05,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000285
RET001329,2023-12-19,Changed mind,Rejected,2023-12-20,Customer requested return. Condition noted.,CST001461
RET001330,2022-04-09,Wrong item delivered,Rejected,2022-04-15,Customer requested return. Condition noted.,CST002682
RET001331,2022-10-10,Changed mind,Approved,2022-10-15,Customer requested return. Condition noted.,CST001041
RET001332,2023-07-27,Better price found elsewhere,Approved,2023-08-01,Customer requested return. Condition noted.,CST001401
RET001333,2022-04-17,Product not as described,Approved,2022-04-21,Customer requested return. Condition noted.,CST002036
RET001334,2023-04-10,Better price found elsewhere,Approved,2023-04-11,Customer requested return. Condition noted.,CST001264
RET001335,2024-10-21,Changed mind,Approved,2024-10-25,Customer requested return. Condition noted.,CST001648
RET001336,2022-08-18,Defective product,Approved,2022-08-20,Customer requested return. Condition noted.,CST000396
RET001337,2023-06-15,Wrong item delivered,Approved,2023-06-19,Customer requested return. Condition noted.,CST001241
RET001338,2023-07-10,Changed mind,Pending,,Customer requested return. Condition noted.,CST002786
RET001339,2024-09-04,Duplicate purchase,Approved,2024-09-09,Customer requested return. Condition noted.,CST002251
RET001340,2023-09-14,Product not as described,Pending,,Customer requested return. Condition noted.,CST002431
RET001341,2024-08-25,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST001509
RET001342,2024-05-12,Incompatible with device,Approved,2024-05-13,Customer requested return. Condition noted.,CST001599
RET001343,2025-05-15,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002473
RET001344,2024-08-02,Product not as described,Pending,,Customer requested return. Condition noted.,CST002259
RET001345,2023-10-30,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002080
RET001346,2025-04-20,Wrong item delivered,Rejected,2025-04-21,Customer requested return. Condition noted.,CST001892
RET001347,2022-07-03,Wrong item delivered,Rejected,2022-07-08,Customer requested return. Condition noted.,CST000897
RET001348,2024-02-11,Product not as described,Approved,2024-02-18,Customer requested return. Condition noted.,CST002901
RET001349,2023-08-10,Changed mind,Approved,2023-08-13,Customer requested return. Condition noted.,CST000634
RET001350,2023-07-06,Product not as described,Approved,2023-07-10,Customer requested return. Condition noted.,CST000649
RET001351,2022-11-05,Duplicate purchase,Rejected,2022-11-07,Customer requested return. Condition noted.,CST000292
RET001352,2024-05-03,Incompatible with device,Approved,2024-05-09,Customer requested return. Condition noted.,CST002671
RET001353,2022-07-21,Better price found elsewhere,Approved,2022-07-28,Customer requested return. Condition noted.,CST001103
RET001354,2022-03-30,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST001847
RET001355,2023-10-17,Incompatible with device,Approved,2023-10-20,Customer requested return. Condition noted.,CST000687
RET001356,2024-12-05,Better price found elsewhere,Approved,2024-12-09,Customer requested return. Condition noted.,CST002679
RET001357,2025-05-22,Changed mind,Approved,2025-05-29,Customer requested return. Condition noted.,CST002328
RET001358,2023-03-13,Better price found elsewhere,Approved,2023-03-15,Customer requested return. Condition noted.,CST000426
RET001359,2025-08-19,Changed mind,Approved,2025-08-25,Customer requested return. Condition noted.,CST000614
RET001360,2022-03-21,Duplicate purchase,Approved,2022-03-27,Customer requested return. Condition noted.,CST001510
RET001361,2022-01-21,Better price found elsewhere,Rejected,2022-01-28,Customer requested return. Condition noted.,CST000383
RET001362,2024-06-03,Incompatible with device,Rejected,2024-06-09,Customer requested return. Condition noted.,CST001922
RET001363,2024-03-08,Better price found elsewhere,Approved,2024-03-09,Customer requested return. Condition noted.,CST001410
RET001364,2025-05-13,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST000248
RET001365,2025-05-13,Better price found elsewhere,Approved,2025-05-14,Customer requested return. Condition noted.,CST000438
RET001366,2023-06-20,Changed mind,Pending,,Customer requested return. Condition noted.,CST001788
RET001367,2025-10-21,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST002654
RET001368,2024-05-23,Defective product,Approved,2024-05-25,Customer requested return. Condition noted.,CST000459
RET001369,2023-08-12,Better price found elsewhere,Approved,2023-08-16,Customer requested return. Condition noted.,CST000755
RET001370,2023-12-31,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST001283
RET001371,2022-03-02,Incompatible with device,Approved,2022-03-06,Customer requested return. Condition noted.,CST002210
RET001372,2024-07-05,Product not as described,Rejected,2024-07-10,Customer requested return. Condition noted.,CST000449
RET001373,2022-10-12,Wrong item delivered,Approved,2022-10-17,Customer requested return. Condition noted.,CST002790
RET001374,2024-09-11,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000218
RET001375,2023-12-14,Duplicate purchase,Rejected,2023-12-21,Customer requested return. Condition noted.,CST002385
RET001376,2023-10-05,Damaged during shipping,Rejected,2023-10-10,Customer requested return. Condition noted.,CST000237
RET001377,2024-12-05,Better price found elsewhere,Approved,2024-12-07,Customer requested return. Condition noted.,CST002986
RET001378,2023-11-14,Changed mind,Processing,,Customer requested return. Condition noted.,CST000111
RET001379,2025-01-21,Better price found elsewhere,Approved,2025-01-28,Customer requested return. Condition noted.,CST001258
RET001380,2022-11-15,Defective product,Pending,,Customer requested return. Condition noted.,CST000394
RET001381,2023-11-12,Changed mind,Approved,2023-11-18,Customer requested return. Condition noted.,CST002962
RET001382,2024-07-26,Changed mind,Approved,2024-07-29,Customer requested return. Condition noted.,CST001672
RET001383,2023-04-17,Better price found elsewhere,Approved,2023-04-24,Customer requested return. Condition noted.,CST001448
RET001384,2023-11-24,Product not as described,Rejected,2023-11-25,Customer requested return. Condition noted.,CST001160
RET001385,2023-07-28,Better price found elsewhere,Approved,2023-07-30,Customer requested return. Condition noted.,CST001500
RET001386,2024-02-14,Changed mind,Pending,,Customer requested return. Condition noted.,CST001043
RET001387,2025-05-10,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST000813
RET001388,2022-07-11,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST001154
RET001389,2023-12-28,Wrong item delivered,Approved,2023-12-31,Customer requested return. Condition noted.,CST000991
RET001390,2022-04-12,Changed mind,Approved,2022-04-18,Customer requested return. Condition noted.,CST001269
RET001391,2024-09-23,Incompatible with device,Approved,2024-09-28,Customer requested return. Condition noted.,CST002422
RET001392,2022-03-20,Better price found elsewhere,Rejected,2022-03-21,Customer requested return. Condition noted.,CST002996
RET001393,2024-07-20,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000040
RET001394,2024-03-12,Better price found elsewhere,Approved,2024-03-18,Customer requested return. Condition noted.,CST002894
RET001395,2022-06-08,Changed mind,Rejected,2022-06-09,Customer requested return. Condition noted.,CST002826
RET001396,2022-04-22,Wrong item delivered,Approved,2022-04-29,Customer requested return. Condition noted.,CST000398
RET001397,2024-05-11,Damaged during shipping,Approved,2024-05-15,Customer requested return. Condition noted.,CST001080
RET001398,2022-11-13,Incompatible with device,Approved,2022-11-14,Customer requested return. Condition noted.,CST002236
RET001399,2023-02-06,Better price found elsewhere,Approved,2023-02-07,Customer requested return. Condition noted.,CST000346
RET001400,2022-06-09,Incompatible with device,Rejected,2022-06-13,Customer requested return. Condition noted.,CST002564
RET001401,2023-04-12,Duplicate purchase,Rejected,2023-04-16,Customer requested return. Condition noted.,CST001313
RET001402,2024-03-15,Product not as described,Approved,2024-03-18,Customer requested return. Condition noted.,CST002864
RET001403,2024-11-03,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000007
RET001404,2022-11-08,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST000721
RET001405,2024-02-29,Duplicate purchase,Approved,2024-03-06,Customer requested return. Condition noted.,CST002651
RET001406,2025-03-13,Product not as described,Approved,2025-03-20,Customer requested return. Condition noted.,CST001925
RET001407,2024-02-09,Changed mind,Pending,,Customer requested return. Condition noted.,CST002929
RET001408,2022-10-29,Changed mind,Pending,,Customer requested return. Condition noted.,CST000138
RET001409,2023-05-06,Changed mind,Processing,,Customer requested return. Condition noted.,CST001827
RET001410,2022-10-10,Defective product,Approved,2022-10-16,Customer requested return. Condition noted.,CST001789
RET001411,2023-03-18,Incompatible with device,Approved,2023-03-25,Customer requested return. Condition noted.,CST002466
RET001412,2022-04-05,Better price found elsewhere,Approved,2022-04-08,Customer requested return. Condition noted.,CST002779
RET001413,2023-12-12,Better price found elsewhere,Approved,2023-12-15,Customer requested return. Condition noted.,CST002685
RET001414,2025-10-24,Damaged during shipping,Approved,2025-10-28,Customer requested return. Condition noted.,CST002619
RET001415,2023-08-31,Changed mind,Approved,2023-09-06,Customer requested return. Condition noted.,CST000738
RET001416,2025-09-02,Duplicate purchase,Rejected,2025-09-07,Customer requested return. Condition noted.,CST002116
RET001417,2025-07-02,Better price found elsewhere,Approved,2025-07-03,Customer requested return. Condition noted.,CST001051
RET001418,2023-03-05,Damaged during shipping,Approved,2023-03-11,Customer requested return. Condition noted.,CST000170
RET001419,2023-07-06,Changed mind,Approved,2023-07-10,Customer requested return. Condition noted.,CST002726
RET001420,2025-03-05,Damaged during shipping,Approved,2025-03-08,Customer requested return. Condition noted.,CST001181
RET001421,2025-04-07,Defective product,Approved,2025-04-11,Customer requested return. Condition noted.,CST001761
RET001422,2024-06-10,Better price found elsewhere,Rejected,2024-06-17,Customer requested return. Condition noted.,CST000596
RET001423,2023-05-21,Wrong item delivered,Rejected,2023-05-22,Customer requested return. Condition noted.,CST002444
RET001424,2022-08-20,Damaged during shipping,Approved,2022-08-25,Customer requested return. Condition noted.,CST001404
RET001425,2025-11-23,Product not as described,Approved,2025-11-27,Customer requested return. Condition noted.,CST002532
RET001426,2023-01-15,Duplicate purchase,Approved,2023-01-16,Customer requested return. Condition noted.,CST001948
